d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d1sfna_ d1ylla1 12D1M14P6D10P1M3D5I1M19P1I10P1I11P1I21P1I13P1M39D1M11P1D3P1M2D2M17P2M1I2M15P1M2I2M6P1D10P1M3D2M
d1sfna_ d2d40a1 11D4I2M7P1M2P2M9D1M5P2M1P1M3I3M16P1I2P1M1P1I9P1I34P2I10P1I2M2I1M3D34I1M6P1I7P2I2P2I1P1M1I2M2P2M2I8P3I1M1P1M1I1M16P1D48P2D13P3I1P1I1P1M5I
d1sfpa_ d1sppb_ 1D4P2I3P1I13P1I2P1D85P1M1D
d1sfpa_ d1szba1 11D6I2M9P5I3M27P4I9P3D8P9I24P2I2M11P2D
d1sfpa_ d2qqma3 15D7P5I3M27P6I12P1I8P1I3P1M21P1M8P5D
d1sfsa_ d2j8ga2 3I9P1I2M1P1D1M6P2D12P2M1I3M5P1D1M6P4D7P1D21P2D4P2D8P2M2P2I1M2I27P4M7P3D3P1D1P1D1M12P3D4P2M4P2D2P1D10P4D10P5D
d1sfsa_ d2waga_ 12I1P1I8P1I4M1P1M2P1D1P2M2D11P2M1I3M5P1D1M17P1D3P1D1M2D1M14P2D3P2M9P1M2I1P4I1P1I1M2I15P1I9P1D3P1D6P1M1D1P5D2P1D8P1D2P1M10D6P1M1P1D1M10P7I1M11P3I1P1M3P2M
d1sfsa_ d3hmca_ 2I2M7P1I2M1P1M1P2M1P1D1P1M3D1M10P2M1I3M5P1D18P1D2P1D18P2D3P1M2D8P1D3P2I1M17P1I7P2D5P1I4P1D2P5D1P2D7P1D3P1M7D1M2D4P1M5D10P2M3I8P1M2I2P1M4P1M
d1sg1x1 d1sg1x3 13D16P1I11P1D14P
d1sg1x1 d2heyr3 1I2M8P1D19P1I11P1D7P1D5P
d1sg4a1 d1uiya_ 2D7P3D10P1I35P1D5P2M4P1M2P2I1M2P1I1M50P2D15P1D73P4M28D37I
d1sg4a1 d1wdka4 4I9P1D1M10P2I36P1D15P2I2P1I2M2P1M46P2D15P1M59P2M1D2M1P1D1P2M5P1M39I1M2I1M4P5M1P1M7P3M2P1M3P1I1P16I
d1sg4a1 d2a7ka1 2D7P2D12P1I44P1M2P4M52P2D16P1D80P1M5P1M1P1M1D1P13D
d1sg4a1 d2ej5a_ 1I9P2D12P1I34P1D9P1D2M7D1M1P2M45P2D15P1M73P4M28D40I
d1sg4a1 d2f6qa1 1I9P2D10P1I24P1D12P1D8P2M2D2I2M53P2D15P1M73P1M7P4M11P1D2P1M2P3D
d1sg4a1 d2gtra_ 1I9P2D11P2I23P1D11P1D13P3I3P1I52P2D15P1M57P1I1P1M2I20P1M2D1P1D1M19P2I1P6I
d1sg4a1 d2j5ga_ 7I9P1D11P1M1I1M32P1D7P2M5P1M1P1M1I37P1D15P2D6P3M1P1I5P1M57P1I1P1M2I20P1M2D1P1D14P1M6D
d1sg4a1 d3i47a_ 1I9P2D10P1I36P1D8P3I7P3M50P2D15P1D1M68P6M30D41I
d1sg4a1 d3oc7a_ 1I1M9P2I1M12P1I34P1D8P6D2M52P2D15P1D1M40P2D53P2M2P1M3P1I1P9I
d1sg4a1 d3qk8a_ 4I9P1D1M47P1D12P2I1M54P2D15P1M79P3M1P1D4M8P1D2P1M2P1I3P9I
d1sg4a1 d3qxza_ 2M7P2D10P1I35P1D9P1M1I1P1M1I1M2P1M3P2M1P1D2P2D2P1M1P1M37P2D15P1M57P1I20P1M27D41I
d1sg4a1 d3r9ta_ 1M8P2D12P1I50P1M2D1P4M2I2M1I2P1M5P2D33P2D15P1M73P1M3I1M5P5M12P1M7P12I
d1sg4a1 d3tlfa_ 2I9P2D12P1I32P1D10P7D11M2P1M2P1M2P1M33P2D15P1D22P2I51P4M28D40I
d1sg6a_ d1ujna_ 8P2I11P1D3P2D3P3D2P1D11P1D11P10D29P2D106P2D2P1D1M2P1D1P2D2P10D1P2D2P1D19P5I45P1D3P1D11P1D3P6D3P5D12P1M2D8P1D5P2D14P12I
d1sg6a_ d1vlja_ 5D8I1M13P1D9P1D17P2I11P1D1P6D11P3M3P1D9P1M1P3D2P1M2D23P1M16I13P1D1P1D7P1M3P1I5P4M1P2I33P2I1P9I1P2I19P9D3P2D1P1D15P5M1P1M2P1M1P1M11P1D2P1D19P3M1P2I1P17I23P2D2P2D1P2D14P1I1P8I4M11D4P7M2P1I2P3I
d1sgja_ d1thfd_ 1D2M8P1I1P1M1I2P13I1M8P3I10P1D1P2D3P1D18P2D1P2D8P1M1P3D2M2P1M5P1M9P3M1D1M8P1M1P2D3P1M1P1I7P7I2P1M11I10P1M10P1D3M4D3M1P2M2D11P3D10P1M6D20P2I1P1M1I1M1I1P1I2P1M2P1I2P4I2P6I
d1sgja_ d1tqja_ 2D10P2M1I1P1M2P2M4P3I11P2D1M2P1M2D2I2M1D1M12P3D2P1D9P2D2P1M3P1M5P1M7P1D3P1M2I2M9P1M2D1M23P1D1P1D10P2D1M5D4M1P1D15P2I10P1M4D1M2D2P1D17P1I1P5I1P2I8P1M1D2I
d1sgja_ d1twda_ 4D1M7P2D20P1D1M1P1M1P1M3D3M1D12P2D2P2D8P4I1M3P1M2I1P1M3P1I2P2I4P1I8P2M3I1M1P1M2P1D1M7P1D1P1M8P2I5P1M19P1M2D2P1M5D2M2D1P1D12P2D11P2M3D1P1D2P3D16P22I2P1I8P2M1I
d1sgja_ d1tx2a_ 11I4P3I1M8P1I1P10I6P1I4P3I11P1D1P2M3P2D20P1D7P1D2P4D9P1M10P2M1D3M1D7P2D1M11P2I1M7I2M8P1M2I1P3I2P2I12P4D1P1D1P4D7P3M3P1D13P11I32P1I6P4I1M
d1sgja_ d1u5ha_ 4P2I21P1D14P2D13P1D1P1D2P3D1M1D1M21P1I1P1M20P8D42P1I3P3I5P1I63P1M1I
d1sgja_ d1uasa2 4I2M3P1M5P5I3M9P1I2P5I1P3I7P1D1P1D1P4M1P1M1D5I1M3P1M2I1M1P1I12P1D8P1D5P6I3P2I2M2I1P1I1M3P1M1I9P1M5I1M12P2M1D14P1M1D9P2D6P1M2P1M1D1M5D2M2P1M16P1D1M7P1I2P2M2P2I14P1D9P1I1P2I1P3I3M4P2I3P5I
d1sgja_ d1ub3a_ 4D3I1M7P1I1M1I1M7P1I1P2I1P1I11P14D1P2D10P1D12P2I3P1M2I1M1P2M2P1M4P1I9P1M3I1P4I1P1M9P1M1P1M1D2M10P2I1P1M2I1M10P1M8P4M1D1P4D2M3D1M2D12P1D11P1M1P6D25P1M6D
d1sgja_ d1ujpa_ 1I3P2I1P2I1M6I10P2I6P1I4P1I1P1I8P1I1P6I1P1I3P1M2D1I2M1D1I1M17P1D9P1D1P2D4P1I1P4I1M1P1M4P1I11P1D3P1M8P2D1M10P1M1P4M8P1D10P17D1P1D2M19P1M1P6D9P2D8P2I1P9I2P1I7P1I2P1M4I
d1sgja_ d1vc4a_ 35I1P2I1P1I2P1M3I7P2M8I2M8P3I11P2D3P1M2D2M2D2P1D9P3D2P1D10P4D2P1M2P1I4P1M10P3M10P1M2D1M10P1D1P2D11P1D10P2M1P1M3D1M1P1M2D1P2D2P1D1M8P1M1I11P1M1P6D9P1M1D8P2I1P5I1P1I8P3D
d1sgja_ d1vcva1 4D2I1M7P1I1M1I1M9P1I1P3I9P1M17D1P2D19P2I4P1M2I1M1P2M2P2M13P3I1P7I10P1D1P1M3D1M9P2I2P1M2I1M19P2M1I1P2M1I4P1I1P1M1P3M1P2D1M1P1D10P2I11P1M1D1M5D12P1I1M6I10P2D1P1D1M4D
d1sgja_ d1vd6a_ 3D1M7P1M6I2M20P1M8I1M5P3I1M2P1M2I1M1P2I2M5I1M24P1M1P1M1P2M2P2I1M1P1I2M14P2D2M9P4D11P1D2P1D1P1M2P2M1D1P2D8P17D1P2D3P1I19P7D26P1D1P2D1P1M
d1sgja_ d1vhca_ 1I1P4I3P1I1P3I7P1M7P1I6P3I9P2D1P9D1P2D24P5D9P1M1I10P4D2P1D6P2M2D9P4D10P1I2P2M7P1M1D2P12D8P5M3P1D1P1D6P2M6D1P1D10P1I7P1I2P15I2P2M2P1M2P1M1D1I
d1sgja_ d1viza_ 2I2P1I12P1I1P1M1P1M1I1M2P1I12P1D1P10D1P2D12P1D3P1D8P6D3P2D4P1M5P1M1P1M3P2M1I1M1I11P1I2P1I2P4I9P13I1P1I1M3I1M1P1I9P1M1D9P1M1D1M6D1M3D1M2D13P2D12P2D5P1D2P2D2P1D1P1D7P9I10P1M2D
d1sgja_ d1w0ma_ 1D12P1I1M2I7P1I5P2I1P6I6P15D1M2D1P2D9P1D8P3M4D5I2M4P1M1I3P2I7P1I2P2I4M7P4M2D3M8P1D1P2D11P1D8P1D2P2M4D1I8M14P1I1P1I9P1M1P6D19P2I1P5I1P1I11P2I
d1sgja_ d1wa3a_ 1I1P1I1P1M1I1P1I8P1M2I1P2I21P2D1P5D1P2D9P1D5P1D2P1D10P4D9P2M9P4D2P1D8P2D10P3D12P1D1P1M6P1M1D1M1P12D1M1P1M6P4M3P2D7P2M3D1P2D1P2D16P2I1P11I1P1I9P2D
d1sgja_ d1wbha1 5I1P3I2P1I2P1I7P1M7P1I6P3I8P2D2P9D1P2D24P5D9P1M1I10P4D1P1D7P2M2D9P4D4P1M6P2M1P1M6P2M2P12D11P2M3P1D1P1D6P2M6D1P1D10P1I7P1I1P13I1P1I8P1I1P2M
d1sgja_ d1x7fa2 2D1M11P2I7P1I5P3I8P3D1P6D1P3D12P1D2P2D8P1M2D3P1M1P1I2M5P2M1P1D8P1M1I9P2D1P2D11P3D7P2M1P3I1P1I11P1M2D1M3D1M2P3D1M1D28P1M17I3M13P1I6P1I1P1I3P2I6P1I1P1M2P
d1sgja_ d1xi3a_ 4P1I8P1M3I1M20P3D1P2D1P2D3P1M16P1D8P7D1P1M3P1M3P2D8P2M2D1M10P4D9P3D1M11P1D8P5M1P1M3D1M5D1M12P3D9P2M3D1P1D1P3D16P2I1P9I1P1I11P
d1sgja_ d1xm3a_ 4I1M2I3P1I1M7P4M1P3M1P1I1M3P1I9P10D1P2D4P1D1M1D1P1M1D1M1P2D12P1I1P1M1P2M6P1I4P1I2M7P9I1P1M1P1M2I9P2D1P4D9P1M1P2D11P1D10P1M1D1M4D4M1D1P1D13P3D8P1M2P5D2P1D17P2I1P9I2P1I9P1M20I
d1sgja_ d1yeya1 4D1I1M6P3M4P1M3P3I12P1M9D2P2D14P1I12P1I2P3M1P2M2P1M12P2I1M2P1M12P4D11P1M1D11P1M8P1M1D1P1M12D1M26P1M4D1M1P2M9P3I1M2I1P3I6P1M9I1M1P1M1P1M4P1M1D30I
d1sgja_ d1yx1a1 3D2M6P1M6I1M1P2I1P1I20P1D1P1M5D1M2D1P1D3P1D2P1M9P1D10P2I1M5I5M7P1M1I10P1M1P1M2I1P5M5P2D11P1I4P2I9P1I1P4I8P1M2P1D3P1D1P9D1M1P1D1P1D11P1D2P1M5P10I3P4D12P1I1P1I1P3I6P2I1P8I1P1I10P1M
d1sgja_ d1yxya1 1I1P4I3P1I1P2I7P2M5I1P3I6P1I5P3I7P18D12P1D9P1I2M2I1M1P2M2I2P1I6P1I13P1M1D6I1M8P1M2P1D2M9P1D1P2D11P1D7P1M2P2M3P1M3P1M2D1M2D11P2D2P1D1P1D6P1M1P6D20P1M1P1M9D14I
d1sgja_ d2czda_ 5D7P1M7P1I6P2I8P3D1P8D1M2P1M13P1D11P2M2D2I1M1P1I1M2P1M4P1I7P1D3P2D1M8P1M1P4D10P9I2P1M11P1M8P1M13D1P2D1M1P1D9P1D11P1D1M3D1P1D1P1D18P1I2P5I1M2I1M6P1M1P1M
d1sgja_ d2f6ua1 2P1I13P1M2P1M1I1M1P2I14P4D1M3D2P2D10P1M2P1D2P1D9P6D2P2D5P1M7P1M3P1M2I1M1I1M1P3M1P2M1P3M1P6I1P2I2P4I9P13I1P1I1M3I1M1P1I8P1I2P1D9P1M8D1M1D1M1D1M2D11P1D2P1D10P1D1P5D11P1D7P2I1P4I2P3M4P3D
d1sgja_ d2g50a2 3D31I2M7P2D3M1P1M1P1I6P3I9P2D1P6D1M2D17P10I10P1I13P1I1P1M24P1M1D3P1I22P2D15P1D2P5D26P2I3P2I1P1I2P1I21P1I1P6I1P1I8P1I1P1M2I1M10I
d1sgja_ d2mnra1 4D1I1M15P1I2P3I12P1M9D2P1M1D1M13P1I12P2D1P4M1P1M1I1M1P1M1I2P1I1P1I7P1M1I1M2P1M9P2D1P3D1M11P1M1D8P4M8P1M1D1P1M12D1M24P1M7D1P1D1M9P1I7P1M1D9I2M2P1I1M3P1M2D20I
d1sgja_ d2pz0a_ 3D2M6P1M6I2M20P1M8I2M4P8I1M2P1M1I1M1I1M2I2M16I1M11P1D12P1D1M3P1M4P1I3P2I2P2I2P2I7P1M4D1P1M1D1M7P1D1P1M11P2D2P1M7P1M9P17D1P2D3P1I19P6D2P1D24P1M2P3D
d1sgja_ d2tpsa_ 1M10I4P2I7P2M5I20P3D3P1M1D1M3P1I14P1D3P1D1P1D6P6D1P1M3P1M3P2D6P1D2P2M1D1M10P4D9P3D1M11P1D8P2I2M2I3M2P1D1P1D1P5D10P2M1D1M1P1D11P3D1P1D2P3D15P2I1P9I1P1I11P2I
d1sgja_ d2vwsa_ 8I1P2I2P3I9P1M25P6D1M2D13P1D2P1D11P1M3D1M2P1M5P1M24P6I2P1M19I1M1P2I43P3M27P7D2P1D18P1M1I2M9D14I
d1sgja_ d2y88a_ 2D3M8P2I1P18I21P1D3M1P1M1P2D2P1D12P3D1P2D8P1M1P1M3D2M1P1M5P1M9P1I2P1I2M7P1M2D1M3D3M8P7I1P11I13P1D9P1M1D2M4D1I3M1P1M1P2D1M1P1D10P3D10P2D3P1D2P1M3P1M2P1M9P2I1P1M4I1P2M2P2M2P2M
d1sgja_ d2ycix_ 1D6I2M9P1M9I1P7I13P1D6P1M2D2P1D3P1M2P1M12P2D2P2D1P1D7P4D10P1I1M8P1M3P2M10P2D10P2M3I1P1M4I1M1P1I8P1I2P3I1P3I9P8D1M2P2M18P2I9P2I1P2I4M25P2I9P4I1P14I
d1sgja_ d2yr1a_ 9I1P3I3P3I1M7P1M1I1P3I21P1D2P4D1M3P1M1D26P1D1I1M8I1M1P1I6P1I3P1I9P1D3P2M11P2D12P4I1M3I3M10P1D9P9D2P1D1M25P1M2P1M4D2M1P1D19P7I1M6P1I2P1M2I1M4I
d1sgja_ d2yyua_ 4D8P2M6P1I2P1M2P2I1P1M7P2D1P1M6D1M1D1M1P2D13P2D11P1M1D2I5M1P1I4P1M7P1D3P1I16P1M4I10P17I1P2I13P1D6P1D1P17D1M1P1D8P1M1D1P1M9P1D1M3D3P3M17P1I1P5I1P2I1M8P1M
d1sgja_ d3ctla_ 4D1M7P1M1D1I5M1P1I5P2I10P2D1M2P1M2D2I2M1D2M1P1M10P3D1P1D9P2D2P1M3P1M5P2M9P4M10P2D25P2D10P1M1D1M5D3I3M1D16P1I1P1I10P1M7D20P2I2P8I2M1P1I1P3M1P1M1D1I
d1sgja_ d3e0ia_ 1D2M23P3I1M7I9P3M1I7M18P1D8P6D5P1M13P1I3P2D1P1D1M6P2M2D13P1M1P1M7P1I2P3I1P1I1M7P2D2P1M1D1M1P1M2P5D3P2D3P1D15P2I1M11I1M2P1D1M2D21P16I5P1I6P2I1M10I
d1sgja_ d3f4wa_ 3D1P1D7P2M6P1I6P2I7P1D1P1D1P1M5D1M1P2D1P2D26P1D7M4P1M10P2M9P1D1P2M1D1M1P1M11P1M2P1I9P1D9P4M3D1M3P2D1P2D1M11P1D2P1D8P1M7D19P2I2P4I1P2I10P3I
d1sgja_ d3igsa_ 3I2P2I2P2I1M4I7P1M6I1M7P1I5P3I8P14D1P1D5P3D5P1D9P1M1I1M2I1M1I2M2I1M9P1M1I11P1M1D3I1M9P1M2D1M10P3D12P1D7P2D12P1D1P2D1P3D11P1D8P1M1P6D19P4M9D18I
d1sgja_ d3no3a_ 3D3I2M6P1M8I2M20P1M9I1M4P4I1P1I2P3M2I2M9I2M11P1D12P1M1I2M1I1P2M2P1M4P2I2P3I2P1I7P2M2D2M6P1D2P4D2M8P1D2P2D9P1D8P1M1D1M14D1M3P1D20P6D2P1D24P1M2P3M1I
d1sgja_ d3nz1a_ 30I1P3I3P1I1M6I7P2M7I2M9P2I10P2D3P1M2D2M2D2P1D9P3D2P1D10P4D9P1M1I10P1I2M11P1M2D1M10P1D1P2D8P1M2P1D10P2M1P1M3D2P5D14P2D9P1M6D1M19P2I1P3I9P1M2D1I
d1sgja_ d3o6ca_ 3D1I2M7P2I2M1I1M5I1M2I9P2I10P6D1M1D2P1D2M2D1M13P1D8P1D1P4D8P1I10P11I4P2M1I1M8P1M2D1M10P1D1M1D2M10P1D9P1D2M4D2M3P1I1M24I27P1M1P3D1P1D1P3D9P1I7P2I1P8I1P1I8P1I2P1M
d1sgja_ d3oexa_ 4I1P2I3P4I1M7P1M1P3I2P1I19P1D1P1M4D2M2P1M1D1M24P1M8I2M8P1I3P1I12P5M8P1M2D1M10P1M4I1M3I2M11P1D9P8D1M2P1D1P1D10P1M3P1M1I9P2M1P1M5D3M19P7I1M6P1I2P1M2I1M2I
d1sgja_ d3ovpa_ 3D9P1I2M1P1M8P3I11P2D1M2P1M2D2I4M14P2D1P1D9P2D2P1M3P1M5P1M7P1D3P3M10P2D14P1M10P2D10P1M1D1I1M5D2I4M1P1D14P2D9P1M7D20P1I1P5I1P2I10P6I
d1sgja_ d3qz6a_ 4I1P1I2P3I9P2M3P1I19P1D1P5D1P1M2D14P1D1P1D11P4D5P1I4P1M24P5I3P1M20I1P2I44P1M28P1D1P5D3P1D17P1M1I2M9D20I
d1sgja_ d3s1wa_ 4D8P2D17P1M7P1M2D1I2M1D1I2M12P1M5D8P1M2P2M1I2M1I4M4P1M7P1M4P1D1M7P4M3D10P1M2D11P1D11P2M3D2P5D1M14P1I1P1I12P6D1P1D18P2I3P1M1P1M6D26I
d1sgja_ d3sj3a_ 2M3P2I7P2M7P1I5P2I8P2D1P1M8D1M1P1M1D13P1D12P1M1I5M2P1I4P1M7P1D3P1I12P1M2D1M10P9I2P1I13P1D7P1M14D1M2D14P1D11P1M4D2M2D7P1D9P1I1P5I1P2I1M6P1I1P2I2P
d1sgma2 d1t56a2 1I1M1I2M9P1M2P1D1P1M4D1I1M3P5M1P1D33P1M5I1M1D1I1M21P1I1P4I2M17P2I
d1sgma2 d1vi0a2 1D16P1I1P1D1M2D2P1I2P2M6P1D2P1D1P1D26P4I1M1I3M23P1I1P1I3P1M1I2P1I9P2D4I
d1sgma2 d1zk8a2 1M15P2M4D1M3P1M2P1D4P1D2P6D50P2M4I1M1P2I1M13P
d1sgma2 d2fd5a2 18P2M1P1M1P1M1I2M33P2D2P5D1P1D22P1I2P3I12P3D1P1D
d1sgma2 d2fq4a2 13P1I2P3M4D1M16P1D9P1I17P4I1P1I3M18P2M1D1P1M1D3P1D1M11P1M5I
d1sgma2 d2g3ba2 16P1D1P1D1M1D1P1M1I2P1I15P1D25P1M5I1M1D1I1M23P1I1M2P1I15P
d1sgma2 d2g7sa2 21P1D13P1D4P1M1P1I24P1M5I1M1D1I1M23P1M7P1I8P2M
d1sgma2 d2gfna2 15P1M1P1M4D1P2I4P2M8P4D25P1M5I1M1D1I1M24P1I1M4P1I1P2I1P1M9P1I
d1sgma2 d2hkua2 4M13P1M5D1M1P1M1I10P1D24P1I2P1M1I2P3I2M1D1I1M25P3I1M1P2I1M10P2M2I1M3I
d1sgma2 d2hyja2 1M2I2P1I1M13P1M3D2M43P4I1M1I1M1D1I1M41P2I
d1sgma2 d2i10a2 19P6D2P1D2P1M1D3P1M1I2M2P1M1P1I24P4I1M1I1M1D1I1M23P1M2P1I11P1D3P
d1sgma2 d2id3a2 3I15P3M2D1M1D2P1I2P1M2P1D36P5I4M16P1D1P1M1D1I1M3P1M1P1I15P7I
d1sgma2 d2id6a2 20P2D2P1I3P1M1P1D6P2D1P1D9P1I1P1M2I1M1P2M2P1M8P1I1M5I27P2I2P1I1P1M2I2P1M3P1I7P4I
d1sgma2 d2np5a2 1I15P1M2P2D1P2M4P1I1M9P1D29P1M2D24P3I11P1I6P6I
d1sgva1 d1wxxa1 1D14P1I7P2I1M4I1M10P1D9P1M2I3P1I7P1M1D
d1sgva1 d2b78a1 15P1I5P1I1P2I1M2I1P1I24P2I1P1I7P2D3I
d1sgva2 d1vioa1 2D1I1M15P5I3P1M2P1D2P1M1P1M21P2D10P4I11P18D1M4D1M2D11P1I1P2I5M11P8D9P1M2I11P6D17P2M2P1M3P4D1M3P1M1D2M2P2M1P
d1sgva2 d2apoa2 23I1P2I74P16D2P2D17P2D2I1M15P4D11P1M46P11I1P2I5P1D2P1M1D1M1P
d1sgwa_ d1vpla_ 1M12P1I52P3I2P1I32P4I4P1I1M8P2D1P1M56P1M12P2I2P1I9P1M2P1M27I
d1sgwa_ d2ixea_ 8I1P1I11P3I1P1I55P4I2P1I12P1D1M11P3D19P2I1P6I6P4I33P1D2P1M9P1I1P1I1M13P2I11P1M1I1P2M21I
d1sgwa_ d2onka1 1M5P1D6P1M4P1D7P1D39P1I1P1M2I26P1D2P1M1P3I1M3P1I1M8P2D3M55P1M1I12P2I2P1I9P1M1I1P2M34I
d1sgwa_ d2pcja_ 2P1I11P1I22P2M29P6I1M2I2P1I31P3I4P1D11P1I56P1M12P2I11P1M1I1P2M6I
d1sgwa_ d2pmka1 1D11P3I54P1I1P3I8P2M17P1D1P1M2D1M3P1D12P2I2P6I7P4I26P2M4P2M2P1M3P1M2P1M5P1D8P1I1P1M1I11P1M1I1P2M25I
d1sgwa_ d2qi9c_ 2P1I7P1D1P2D41P1D13P4I2P1I25P3D20P1I24P5I1P2I14P1D15P1I12P2I1P1I10P1M2P1M38I
d1sgwa_ d3dhwc1 1D12P5I53P6I1P2I30P1M1P4I1M3P1I1M8P1D3M7P1D48P1M1I12P2I2P1I9P1M1I1P2M20I
d1sgwa_ d3si7a_ 12P17I1P3I47P4D1M2D1P2D12P1D9P2D2P4D16P3I1P5I6P3I1P1I31P1M13P1I5P1D10P1I1P1I10P2I1M1P1M44I1M
d1sh5a1 d1ujoa_ 4I1M1D1I1M16P1M6D5P5I21P2I2P1I3P1M2I27P1I1M9P1I17P1D2P1M4D19I
d1sh5a1 d1wjoa_ 4I1M2P2D17P3D10P1I18P1I3P2I3P1I26P1D27P1D2M4D6I
d1sh5a1 d2qjza1 1D2M1D1M14P8D7P1D18P1I3P1I3P2I2M24P1D27P3M4D12I
d1sh8a_ d1t82a_ 1D1M1D1I1M26P2M41P2I2M27P1M1D1M1P2D2P1D5P1M13P1D16P6D
d1sh8a_ d1vh5a_ 3I2M4P1I6P1D2P1D1M13P2M11P1I30P1D1M19P1I8P1M2D2M2D1P2D1P6D28P6D
d1sh8a_ d1wlua_ 11D1P2D2P1D25P1I27P1D2P4D17P2I9P1M2D1M2D1M1P2D1P6D11P1D15P7D
d1sh8a_ d1yoca1 3P1I2P1I1P2I1P2M2I2P1I31P1I31P1M1D28P2M3P1D1P2D1P6D11P1D17P5D
d1sh8a_ d1z6ba1 5D3I2M1I1M5P1D1M3P1I3P1D1P1M9P1I9P1I2P2I1P2I2P2I25P2D1P1D2M7P1I8P2I9P1M2D2M2D2P2D1P4D12P1D8P1I6P1M7D
d1sh8a_ d1zkia1 5D3P1D5P2D26P1I33P1D17P1I9P1M2D2M2D1P2D1P6D11P1D15P7D
d1sh8a_ d2fs2a1 2D4I2M3D3I4M4P1D1P2D23P1I30P4D1M16P2I9P1M2D1M2D1M1P2D1P6D26P8D
d1sh8a_ d2hboa1 9D6I2M1D1M2P2M6P1I7P3M10P1I29P1D1P2D17P2I9P1M2D1M3D1M2D1M5D13P1D15P1M5D10I
d1sh8a_ d3d04a_ 1D1P1M1D1I3M1I1M5P1D1M3P1I3P1D1P1D5P1M3P2I9P2I1P1I1M1P2I2P2I26P2I1M2I1P2I2M8P1I8P2I9P1M2D2M2D1P3D1P5D12P1D14P1D1P1M1D1M2D
d1sh8a_ d3e29a_ 1D1I1M1D1I2M8P1D29P1I5P2I26P3D1M15P1I9P1M2D2M2D1P2D1P6D27P7D
d1sh8a_ d3f5oa_ 1D1M1D1M12P1M1I1P2I5P1I19P1I30P1M1P2D17P2I9P1M2D1P1M2D1P2D1P6D12P1I15P7D
d1sh8a_ d3lmba_ 3I2P1M2I10P1M59P2I2M25P1I31P1M1I1M7I1M14P5D
d1sh8a_ d3s4ka_ 14D1P2D25P1I31P2M18P1I9P1M2D2M2D1P2D1P6D29P2M3D
d1shux_ d1v7pc_ 4D14P1D20P2I20P1I1M2P1I1M9P1D18P1I5P3I1P2M1D15P2D24P1I1P1I1P6I1M2I11P1I2P1I6P3I1P3M12P2D
d1shux_ d1yvra2 2D2I2M15P8I17P4D13P1M1P1M7D1I1M2P3M1I4M2P2I18P1D3P5D1M12P1M2P1D12P1I1P1I1P1I13P1D4P2M2P2M7P1D11P1D1P2M1D
d1shux_ d3gxba_ 3D16P1I20P2I19P2I14P1D18P1I7P2I2M15P2D1P2D2P1D1P2D2P1D2P1D11P1I12P1M5P1M1P2I1P1M1I13P3D
d1shyb1 d2vdra_ 4I1M9P2I2P1I7P1I1P4I8P10I10P1I7P1M1P8M4I1M2P1M1D2M10D13P3D8P1I2P14I10P1M7D1M4P9M2I2M1D6I1M1D1I3M2P2M6P1M1P3D9P4M5D2M6P2I1P2M3P6I2M3P1M1D1M6P5M1P1M2P1M7P4I1P1I10P1M1P3D11P5D1P1M7P3M3D4M10P4D1P4D1M1P1D12P2M4D6I2M11P3M2P1M32D7P1D1P1M1P1M1P1I3P1I4P1I3P1I1P1I1P3M8P6I7P2M1I1M1I2M2P1M8P1I1P1I2P1I9P1M1I3M9P2I8P2I
d1si2a_ d3mj0a_ 11P1I5P1D2P1D1M6P1D20P3I1M23P1I12P1D32P3D
d1siqa1 d1w07a1 1D1I2M1D1I1M4P1I31P4I37P1I1P1I1M8I1M2I68P1M5D20I
d1siqa1 d2c12a1 5I39P1I39P1I1P1I1M2I57P1I11P1M5D10I
d1siqa1 d2d29a1 3I148P1M5D1I
d1siqa1 d3d19a2 6D1I28P8D1P1D31P2D3P1I27P1I3P1M1D7I2M2P2I18P2D2M16D
d1siqa2 d1w07a3 14I3P2M1P2M3P1D2P1M1P1D13P1I1P2M3P1M2P2M3P2I2P2I10P3M9D3I2M1D1M3D1P1M1D1M1P1M1D1M2P1M5P2D69P5I8P1I13P4I10P1I2P6I14P3I25P1M9I1M3I
d1siqa2 d2c12a2 9D1I1M1D1M29P1M1P2I1P2I2P2I14P1I2P1M36P1D9P1M13P1I1P1M1P1I17P5I10P2D17P5I11P10I1M3I10P3I3P3I35P2D1M1D
d1siqa2 d2d29a2 8D4M54P1I86P2D29P1M1P8I46P1D2P1M1D
d1siqa2 d3mdda2 9D2I1M1D1M54P1I33P1D53P2D28P1M3I1P4I47P1M1D1M1D
d1sj1a_ d2fdna_ 2D6P1D12P1I1M8P1D4P1D4P1M3D3P2D15P2D
d1sj1a_ d3mmca1 11P2I2P2I1P1I1P2I6P1I1M6P1M1P1D4P1D3P1M1D1M2D3P2D7P1D1M8P
d1sj1a_ d3mmcb1 12P2I1M2P1I6P1I1M6P1I9P2M1P4D3P2D7P2D7P2I1P
d1sj8a2 d1u89a1 3I4P1M1I5P1I23P2D1P2D3P2D5P1D21P1D1P1D1M26P2M23P17I
d1sj8a2 d1xg2b_ 4D30I2M1P1I33P1M28P5D22P4M2P2D1M19P1I1P5I
d1sj8a2 d2gsca1 8D1I1M2D3M1D21P1D6P1I23P1M8D1P1D2P1M18P1I1P1I26P5I
